text,label
البته ۲۰۰ میلیون با شرایط سنی.‌‌..,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
برای تمام کسانی که با گذشته ی خود در جنگندخصوصا قربانی های حادثه ی اخیر#eoo #تجاوز_به_دانش‌آموزان #دیالوگ,"0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
"
آواتارم رو عوض کردم ، گمم نکنید 😒😒😒,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
اگه خیلی لایق مرگید، خودتونو تو تنهایی بکشید. وقت و روان مردم رو به بازی نگیرید تو مترو.,"0. 0. 0. 0. 0. 0. 0. 0. 1. 0.
"
کریم کاری به جز جود و کرم نداره...آقام تو مدینه است اما #حرم نداره...,"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
هرگز در باورم نمی گنجد محمد یا علی در حکومتشان کسی را به خاطر اعتقادی که ازپیشینیانش به ارث برده است از حقی محروم می کردند#حق_تحصیل#حقوق__شهروندی,"0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
"
ریاست جمهوری اسلامی ایران در سال آینده - دکتر سعید محمد ۔۔۔۔۔۔۔۔,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
"ow beautiful...كَم هذا جَميلٌ...چه قدر زیباست...السلام علیک یا ابا عبدالله الحسین...i,  pray llah l-ussein...","0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
کم مونده ابراهیم تاتلیس هم بیاد یه دریبل به چشمی بزنه بره بخوابه,"0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
"
متن رو خوندم،خیلی قابل امضا هستش👍🏻👏,"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
آیت الله بی بی سی و استعمار روباه پیر چند وقتیست از اتفاقات جمهوری اسلامی احساس خطر کرده,"0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
"
چقد بهتون افتخار کردم دمتون گرم برادر منم سربازه الان تصور اینم که بخواد وارد جایی بشه و اجازه ندن بهش اذیتم میکنه,"0. 0. 0. 0. 1. 0. 1. 0. 0. 0.
"
سریال نیستا،لیست بازیگراشو ببین اول کیا بازی کردن😍ولی چون حال و هوای فیلم یه چیزه جدیده نمره ۶ گرفته فک کنم از imdbاسم فیلم movie 43 هست,"0. 0. 0. 1. 1. 0. 0. 0. 0. 0.
"
تنها اتفاق خوب اين كشيك،خوردن لواشك بود.,"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
خدا در کمال تندرستی و عزت براتون حفظشون کنه❤یه مادر بدون بچه ش چیزی از گلوش پایین نمیره❤,"0. 1. 0. 0. 0. 0. 0. 0. 0. 0.
"
یعنی به قلم خود اردشیرخان نبوده نیک جان؟!,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
ریدن تو سکسی که از سر نیاز باشه جا عشق,"0. 0. 0. 0. 0. 0. 0. 0. 1. 1.
"
همین ۲۰ ۳۰ سال هم زیادیه,"0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
"
اینکه به کصشراتون میگید علم خیلی جالبه😂 منشن قبلیم گفتم که یک راست و مستقیم بگید که پدر و مادرتون رو میمون میدونید، دیگه چرا واسه باورپذیرتر شدن کصشرتون علم علم می‌کنید 😂😂😂کصشراتون مث یه تیکه گوه میمونه که یه نانومتر علم مالیدید روش(گرچه همون یه نانومتر علم هم نداره)😂,"0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
"
از زایشگاه به آرامگاه میرویم و دراین میان چه ریلکس به گا میرویم,"0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
"
شماره 14 دوهفته نامه #آیت_ماندگار - نیمه اول تیر 1395,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
حقش بود همون لحظه مافیا یه سیم مینداختن دور گردنت و خفه ات میکردن😂😂😂,"0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
"
براندازان عزیز! اینکه یک شخصیت بزرگ مثل آقای دولت آبادی را سیاسی بکنیم مثل کاری است که ج.ا با ناصر ملک مطیعی و امثال وی کرده است! #عیار_خودمونو_پایین_نیاریم!,"0. 0. 0. 0. 0. 0. 0. 0. 1. 1.
"
دستیابی به فن آوری و دانش کامل چرخه سوخت هسته‌ای و قرار گرفتن در ردیف پنج کشور برتر جهان در 4 دهه انقلاب#نظام_مردم,"0. 0. 0. 1. 1. 0. 0. 0. 0. 0.
"
گاهی این تعطیلات تلخه،چون از کسی که هر روز به عشقش میری بیرون از خونه رو چن روز نمیبینی!گاهی هم شیرین ،چون میری کنارش تا اروم شی.خوش بگذره.بوس,"0. 0. 1. 0. 0. 0. 1. 0. 0. 0.
"
هیچ محرکی جز زمان با فشار جبر او را جلو نمیبرد,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
نه ما آدما فقط باید ببینیم به چشم بقیه چی قشنگ تره بریم مثل بز همونو بپوشیم,"0. 0. 0. 1. 0. 0. 0. 0. 0. 1.
"
حتی جلوی روسیه مقاومتم نکرد، در نهایت درصد قابل توجهی از بازار روسیه و دنیا رو به خاطر خودفروختگی‌از دست میده، فصل تبلیغات گوشی کمپانی‌های لاشی و فرصت طلبی مثه سامسونگ و کینه توزایی مثه نوکیا عین بولدوزر از روش رد میشن,"0. 0. 0. 0. 0. 0. 0. 0. 1. 0.
"
خدایی الان باور کنیم ؟ چه ایرادی داره صداقت ؟,"0. 0. 0. 0. 0. 1. 0. 0. 0. 0.
"
چند راز بسیار مهم از موفقیت استارت آپ ها در سیلیکون ولی &amp;#8211; silicon valley,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
خيلي خوبه لامصب من فصل اولشو تو يه روز نگا كردم اصن نمي تونستم نگا نكنم 🤦🏻‍♂️,"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
وقتی سیر مدیریت رؤسای قوه قضائیه رو از بعد شهید بهشتی تا الآن می بینم! از مدیریت بعدی ترس بیشتری پیدا می کنم!میگم شاید اگر همین فعلی ها بمونند بهتر باشه! مگر... #گزارش_مديريت٩ساله,"0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
"
مجاهدینم مثل خمینی تموم شدن,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
به گفتمان ماله کشان داخلی و خارجی رژیم توجه کنید. شفاف سازی، بودن با مردم عادی، تبلیغاتشون شروع شده.,"0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
"
شما دل مردم رونشکون و کسی روازنون خوردن نندازوبی عقده رفتار کردن با آدما رو یاد بگیر،کمک کردن به زلزله زده های کرمونشاه پیشکشت،خانم بازیگر.,"0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
"
هایلایت ۱۴۰۰ تا اینجا، تماشای مجدد انیمیشن شگفت‌انگیزان با دوبله‌ی گلوری بود.,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
رعایت اصل آزادی‌بیان سبب جنده‌شدن مباحث تخصصی علوم انسانی شده است.,"0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
"
کاش این نسیم‌ بی صبر پر از بغض بهارببرد در پی خود زره‌ای از اه دل پر زِ حراسبرسد قصه‌ی‌بی تابی من شاید بر جان نگار,"0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
"
چشم، تو تلگرام فرستادم براتون نصب که کردید بگید من کد دعوت بزنم براتون,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
اونایی که ارشد گرفتینمیشه بگین ما چه چیزایی رو از دست دادیم؟,"0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
"
آشکار است که استرس بر سلامت روحی و جسمی ما تأثیر می‌گذارد و دنیای ما بیشتر از همیشه در معرض فشار است. روش‌های خاصی برای کاهش استرس وجود دارد، اما یکی از بهترین‌ها، داشتن یک حیوان خانگی است. #سگ #گربه #حیوانات_خانگی #تادبو # حیوان_خانگی #tadbo,"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
میخای اصن دی اکتیو کنی؟ :/,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
تنها فرق زندگی من با آی فیلم تو اینه که من کسی رو ندارم بهم پیام بده و بابت این حجم از تکرار ازم تشکر کنه,"0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
"
قول می دهم یک روز که خیلی حالم خوب باشد عاقبت برایت یک جمله ی شگفت بسازم. با کلماتی ساده اما دست چین. چیزی که بیشتر از دوستت دارم تو را مسحور کند. چیزی که بیشتر از عاشقت هستم رگ های تنت را سرشار کند از جریان مطبوع لذت شیدایی. بمان و ببین.#درگوشی#لیلی_صالحی_خرم,"0. 0. 1. 0. 0. 0. 0. 0. 0. 0.
"
آقا چیکارشون داری! بعد از تصرف نیازشون داریم,"0. 0. 0. 0. 0. 0. 0. 0. 1. 0.
"
انگیزه مهم ترین عامل برای انجام کاریه,"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
مردم رد دادن انگار بخدااااا🙄,"0. 0. 0. 0. 0. 1. 0. 0. 0. 0.
"
از #آزادی_بیان در این کشور همین قدر بس که با آی‌دی مستعار و عکس پروفایل جعلی می‌نویسیم! #سحر_مهرابی,"0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
"
وقتی دستت بهش نرسه خیلی سخته☹,"0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
"
باز شاید وایتکس جواب بده ولی صابون فک نکنم...,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
میگرن خر است، کسی هم که مسکن های ی ادم میگرنی را کف میره خر تر است ...#خلاص,"0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
"
ممنونم سرکار خانم عزیز، چقدر خوبه که میتونم بنویسم و شما بخونید و لذت ببرید :) 😍🍷,"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
میدونی چقدره اختلاف قیمتشون؟ گالن گالن درست کن بفروش :)),"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
لیدربرد اصلی تمام پلیرها توش هستن. پلیرها تو گروههای 15 نفره (لیگ) هستند، بعد از 12 ساعت امتیاز به لیدربرد اصلی اضافه می شه و امتیاز برای 12 ساعت بعد ریست می شه، ولی لیدربرد اصلی فقط اول هر ماه ریست می شه.نه همیشه نفرات اول یکسان نیستن، ولی بعضی ماهها تکراری داره...,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
داداش گلمما ادعا نمی کنیمخودتون گفتید!!,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
معلومهه چون رژان خودمی😂,"0. 0. 1. 0. 0. 0. 0. 0. 0. 0.
"
رابطه‌های دوستای تو واقعا toxicعه:)))))))))),"0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
"
داری رویاتو میسازی با دود قلیون....#بهزادپکس,"0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
"
خدا کنه تو جام جهانی توپو به ما هم بدن بازی کنیم :(,"0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
"
خدا باعث و بانیشون رو لعنت کنه. خیلی نامردند اون سه نفر باید اعدام شوند,"0. 0. 0. 0. 0. 0. 0. 0. 1. 1.
"
ولی بهتر از گاو بودنه,"0. 0. 0. 0. 0. 0. 0. 0. 1. 0.
"
چرا دارم از حسودی منفجر میشمممم,"0. 0. 0. 0. 0. 0. 0. 0. 1. 0.
"
آموزش دانلود و ذخیره هایلایت استوری و استوری در ...لینک مطلب : نیوز : برترین اخبار تکنولوژی🥇,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
وقتی طرفدارای لیورپول می فهمن دیروز خرید فابینیو رسمی شد و فکیر هم به زودی قرارداد می بنده,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
دلم به عشق تو تا آسمان هشتم رفتنماز در حَرَمت « اهدنا » نمی خواهد [ صلوات یادت نره ],"0. 0. 1. 0. 0. 0. 0. 0. 0. 0.
"
تنها کشوری که در حال حاضر در جهان دزد سالاری آدمکش سالاری شکنجه گر سالاری اختلاسگر سالاری جلادسالاری هست خلاصه همه چی سالاری جز مردم سالاری . این واقعیت شماست ...,"0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
"
ای جووون اصلا همه ی دلارام واسه تو,"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
فعلا به جای مهمان خدا مهمان کیر منی ننه قهبه. خودت سوگلی حاج طوسی بودی و بهت خوش گذشته دلیل نمیشه فک کنی این موضوع برای ما جذابه که مطرحش کنیم,"0. 0. 0. 0. 0. 0. 0. 0. 1. 1.
"
همه جا میگم اصن دیرتر میومدی صب رو همه دیوارای شهر اسمتو مینوشتم:))))))),"0. 0. 1. 0. 0. 0. 0. 0. 0. 0.
"
یجور جوش زدم انگار عروسی خودمخ اصن,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
وقتهای خالی رو میرم کنار دانوب،فقط با آب میشه خنک شد.,"0. 1. 0. 0. 0. 0. 0. 0. 0. 0.
"
بله بنده میپرسم. تمام عکسایی که تا حالا منتشر کردم با این فرض بوده.,"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
دمت گرم! تو این اوضاع وحشتناک ایرانیا اینجوری باید هوا همیدیگه رو داشته باشند🌹,"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
اگه خدا نداشته باشیم مایی هم وجود نداریم,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
به تو می اندیشم ، ایرانم 🥲#نه_به_جمهوري_اسلامي #نه_به_قرارداد_۲۵_ساله,"0. 0. 0. 1. 0. 0. 0. 0. 0. 1.
"
بله من با احتساب اینکه دیگه هیچی جدی نیست زندگی رو میگذرونم و حالم خیلیم خوبه 😌,"0. 1. 0. 0. 1. 0. 0. 0. 0. 0.
"
زندگی به اندازه خودش مصیبت بزرگیه ، تو دیگه بد نباش,"0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
"
من اگر پروفسور سمیعی بودم مغز دو نفر رو باز میکردمیکی جواد خیابانییکی این یارو مثلا ولیعهد رضا پهلوی نکات مشترک زیادی دارن از جمله رنج بردن از استفاده کمتر از حد معمول از عقل,"0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
"
یارو هیکلی بود اما از من بلندتر نبود. تو صورت سبزه ش چشمهای سبزی داشت که باعث انزجارم می شد. فقط تاریخ عقد معلوم بود. صحبتی از عروسی نبودو فکر میکردم تا عروسی به قیافه ش عادت می کنم-حتی یه لحظه هم کار نداشتم اخلاقش چطوره،همون که گفته بود اهل مشروب و سیگار نبود برام کفایت,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
من رو مردی که پوستشو تو عکس با فوتوشاپ صاف میکنه نمیتونم حساب کنم,"0. 0. 0. 1. 0. 0. 0. 0. 0. 1.
"
من به چال لپ ت ای دوست گرفتار شدم#ح_الف,"0. 0. 1. 0. 1. 0. 0. 0. 0. 0.
"
خودمم زیاد نمیبینم ولی خو چون اینو از اول دیده بودم واسه همین دوست داشتم بدونم اخرش چی میشه😑,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
درود آرش عزیزافتخار فالو بک را به من میدهید؟🌺🌹✌,"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
با همون شدت و دقتی که با پرونده اسیدپاشی و سعید طوسی برخورد شدجمهوری اسلامی با پرونده معلم متجاوز هم برخورد خواهدکرداحتمالا شاکیان پرونده رو هم جهت تنبیه و عبرت به کهریزک انتقال خواهند داد,"0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
"
#دوست عزیزی فیلمهای مفیدی معرفی میکنه که ارزش وقت گذاشتن دارند #سینما_پارادیزو از جمله فیلمهایی بودکهبعدازدیدنش به این نتیجه رسیدم هر آدم موفقی یک #آلفردو توی زندگیش دارد.منم #آلفردو زندگیم روپیداکردم که باوجودش دیدم به زندگی ونحوه #زندگیم کاملا تغییر کرد#دوست_خوب,"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
پسر کی فکرشو میکرد خوردن یا نخوردن یه افطاری معیار هنرمندی بشه,"0. 0. 0. 0. 0. 1. 0. 0. 0. 0.
"
ببخش من رو که خیلی وقته متاسفانه دنیای تصوراتم محدودو کوچک شده، زنده باشی و پایدار عزیزم ☺️,"0. 1. 0. 0. 0. 0. 0. 0. 0. 0.
"
هرچقدرم که عاشق فنلاند و بَندای فنلاندی مثه نایت ویش، wallow he un و رَسموس باشم، آخرش فنِ #کاتاتونیا ام,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
✈️ #پروژه #نقشه_برداری_هوایی و #مدل_سازی_سه_بعدی معدن سرب و روی کوه سرمه | آرکا پشتیبان دنیای بهتر,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
مگس هاى #آميزش_و_پرورش,"0. 0. 0. 0. 0. 0. 0. 0. 1. 1.
"
برنزم قبوله یا نه برم منم؟ 😂,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
فکر می کنم تویتر یه فضای تعامله که بشه آموخت و آموزش داد، یادآوری و تلنگر زد و از همه مهمتر شناخت نسبت به موضوعی رو بالا برد. طبیعتا مخاطب نوشته ها، شخص نویسنده و دایره دنبال کنندگان او هم هستند تا شاید کسی با جمله ای به فکر فرو بره. / نیازی به تندی و یا خودبرتر بینی نیست,"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
از لحاظ حس همدردی ⁦🤦‍♂️⁩,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
تازه فهمیدم خوشگلی یه ادمو اصلا از عکس نمیشه فهمید ؛ باید حرف بزنه ؛ وقتی حرف میزنه معلوم میشه زیباییش,"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
تصور اینکه خوشحاله و شوق دیدنمو داره گنجشک ها در دلم پرواز داد :),"0. 1. 0. 0. 0. 0. 0. 0. 0. 0.
"
امیدوارم خسته نشده باشین :),"0. 1. 0. 0. 0. 0. 0. 0. 0. 0.
"
۱. سوم راهنمایی بودیم...👨سلام مهرداد ...میشه برای امتحان ریاضی بیام پیش تو درس بخونم؟ اخه کتاب ریاضی ندارم..👨‍🏫اره خسرو میتونی بیای مگه کتابت چی شده؟👨اقای ریاضی بهم گفت بیا خونه خصوصی باهات کار کنم ؛ضعیفی اخه.رفتم؛همش با دستش لای پای منو لمس میکرد.گفتم؟ اقا برم دستشویی,"0. 0. 0. 0. 0. 0. 0. 1. 0. 0.
"
درود نسیم#o2 #o2hina مرگ بر کلیت و تمامیت جمهوری اسلامی,"0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
"
میدونید وقتی یه نفر بهتون تیکه‌ی جنسی میندازه و شما در جوابش به خواهر و مادر طرف حواله میدید؛ کارتون اگه بدتر از اون فرد نباشه بهترم نیست؟ بهتره به فرد هتاک تاخت نه اینکه شخص ثالث بی‌گناهی رو قربانی کرد!,"0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
"
لولیتا با ترجمه آشغال اکرم پدرامنیا دیوث انگار کتاب کودکان ترجمه کرده😂😂,"0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
"
اینکه آزاد نامداری برای ما عوام فریبی رو تعریف کرده مثل اینه که استورمی دنیلز برامون از فواید حجاب و عفاف بگهخفه بابا!,"0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
"
جوابشو عاااااالی گفتی😂😂😂🙏,"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
وقتی به ی گربه محبت کنی یا بهش غذا میدی دقت کنی چشماشو میبنده... وقتی هم گرسنه اش بشه تو صورتت چنگ میزنه... #برانداز_یعنی همین گربه صفتی... از نعمت امنیت کشوری که تو ناامن ترین منطقه دنیا هست و ثمره خون هزاران شهیده بهره مند باشی و به براندازیت افتخار کنی...پیشته🙀 #برعنداز,"0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
"
دودول من دودول من وقتی غروب پر بزنه موقع رفتن منه,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
بعد از استعفای استاندار #کرمون دعوای قدرت بین اسحاق جهانگیری و حسین مرعشی به شدت در گرفته،از یه طرف جهانگیری برادر خودش رو میخواد برمسند بنشونه و از طرف دیگه مرعشی ، همکاسه خودش رو.تا ببینیم کدومشون ضربه فنی میشن!ابراهیم جهانگیری یا فدائی,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
تیم فوتسال زنان، در سطح جهان مقام آورد.کسب این مقام، تحسین دارد.اما...❌ ادامه متن را در تصویر بخوانید ❌#طلبه_انقلابی #تیم_فوتسال_زنان #صدا_و_سیما #حجاب #دختران_خیابان_انقلاب #دکتر_علی_عسکری,"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
واییی پیداش کردمممولی من این دروغو باور کردم هنوزم بهش ایمان دارم جیمین شیی😭😂😭😂😭😂😭😂😭😂😭😂😭😂😭😂😭😂😭😂😭😂,"0. 0. 0. 1. 1. 0. 0. 0. 0. 0.
"
اینجوری نکن با منهی دوری نکن با مناین شوخیه خوبی نیستمن بی تو میمیرم واقعا,"0. 0. 1. 0. 0. 0. 1. 0. 0. 0.
"
نوبادی:مغز من: j داره. پس بهش بگو جونیور.👩‍🦯,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
هرگز درد و رنج دیگران را ناچیز نشمارچون واقعیت این است که همه رنج میبرندفقط بعضی ها بهتر پنهانش میکنند!,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
من اصلا درس نخوندم و حتی مدرسه هم نرفتم اینقدر سوال نپرسید,"0. 0. 0. 0. 0. 0. 0. 0. 1. 0.
"
زندگی خیلی وقتا عادلانه نیست و ما چاره ای جز تماشا نداریم..,"0. 0. 0. 1. 0. 0. 1. 0. 0. 0.
"
لب های سرخ و طره‌ی افشان که جای خوددنیا غزل نداشت ، اگر دختری نبود,"0. 0. 1. 0. 0. 0. 0. 0. 0. 0.
"
باور بفرمایید من نمیفرستم خودش میفرسته. از دست من خارج شدهعذرخواهی میکنماگر احساس میکنید اذیت میشید بلاکم کنید,"0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
"
رهبر همیشه علیلتان، خامنه ایِ عراقی الاصل،با حراج ایران، نشان داد؛ بهترین جانشین برای رهبر بسیار کبیرتان خمینیِ هندی الاصل است که احساسش به ایران «هیچ» بود#o2hina,"0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
"
خوب اونو که همه دوست دارن😂,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
حاج قاسم رو که بشناسی محکم دلیل برای گفتن بله به جمهوری اسلامی هس..#نظام_مردم,"0. 0. 0. 1. 1. 0. 0. 0. 0. 0.
"
سیگارشم بگیر... واسه خوشگلی :),"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
انسان های بزرگ راجع به ایده ها صحبت می کنند، انسان های متوسط راجع به اتفاقات، و انسان های کوچک در مورد افراد!,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
ممنون که همه میدونن رشتی,"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
من واقعا انسان پوچی هستم.,"0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
"
انگاری تنها مانع خامنه‌ای وطن ما بود که اول سال زدودش رفت.#o2hina,"0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
"
لطف بفرمایید منت بگذارید برای مادر بزرگ نازنینم که امروز درگذشت یک حمد و سوره عنایت کنید و من که برای عمل جراحی پسر تهرانم به دستور حضرت پدر اجازه حضور در مراسم خاکسپاری اش را ندارم چقدر گاهی زندگی دشوار و تلخ میشود #اللهم_عجل_لوليك_الفرج,"0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
"
خبرهایی که کمتر دیده میشن:دو کارخانه فولاد قزوین و آرمان شفق از امروز پنجشنبه(۱۰ خرداد ماه)موقتا متوقف شدن و دست‌کم ۳۰۰ #کارگر بیکار شدند.(منبع: ایلنا).سیصد کارگر ینی ۳۰۰ خانواده حداقل ۴ نفره... ینی ۱۲۰۰ نفر از نون خوردن افتادن. افزایش بحران بیکاری و معیشتی مردم...,"0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
"
لوتوس یه دستش تو شلوارشه فککنم مرتیکه جقی,"0. 0. 0. 0. 0. 0. 0. 0. 1. 0.
"
قرباتی تجاوز نباید خجالت بکشه اما اینکه بخواد هویتش رو همه بدونن باید تصمیم خودش باشه. عمومی شدن هویت این بچه ها در آینده بزرگسالی بهشون آسیب عمیق وارد میکنه!,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
این فیلم فچق العاده زیبا بود من زیر حجم غصه خم شدم اصلا,"0. 0. 0. 0. 1. 0. 1. 0. 0. 0.
"
مطمئنی طرف مقابل بات نیستش؟,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
انسان فاخر انسانی نیست که مجیز حاکم جاعر رو بگه و برای یه لقمه نون برای داروغه دم تکون بده#افطاری_روحانی,"0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
"
همه جا خوبن دیگه 👏🏻 ولی فردا واقعا راجع بهش تحقیق میکنم,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
دارم سعی میکنم گول ظاهر بخوری، وگرنه من قطعن ترسناک ترم😂😂😂😂😂,"0. 0. 0. 1. 0. 0. 0. 1. 0. 0.
"
😓😓الهی بمیرم ک این عزیزان رفتن و فدای ملت شدن و کیا موندن و دارن ملتو فدای خودشون میکنن..,"0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
"
یوزر خامی بودم در دست این دنیا چه بد پرم کردن ..🚶‍♂️🚬,"0. 0. 0. 0. 0. 0. 1. 0. 0. 1.
"
من به شخصه قول میدم اونجا جای قشنگ تریه اینجا خودتونه سر چیزای الکی خسته نکنید فقط عشق کنید :),"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
منکه گاز میگیرم فقط سیاه یا کبوت میشه نه این جوری,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
شماره پنجم مرور رسانه‌های سینمایی فارسی - هفته‌ی دوم تا چهارم فروردین- مرور ریویوهای فیلم «صحنه‌هایی از زندگی یک کارآگاه»- نقد آزاده جعفری به فیلم اسرافیل- نوشته‌ی سارا دلشاد در مورد سینمای لوکرسیا مارتل...,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
بزرگترین مانع ما وجود منحوس جمهوری اسلامیه اگه رسیدگی بفرمایید ممنون میشم,"0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
"
هر که حرفی زد ز آزادیدهانش دوختندجان ما را سوختنــــد➕مامور:وقتی نمیدونی قراردادراجع به چیه غلط میکنین اعتراضمیکنین➖پیرمرد:پسرم شما که میدونی بگو ما هم بدونیم که دیگه اعتراض نکنیم✖️نتیجه همین پرسش‌و‌پاسخ سادهشد لگد و باتوم و بازداشت.#نه_به_جمهورى_اسلامى#o2hina,"0. 0. 0. 0. 0. 0. 0. 0. 1. 1.
"
خب تو احمق که قبول نداری ! بی خود بهش استناد کردی !,"0. 0. 0. 0. 0. 0. 0. 0. 1. 0.
"
ببین خودم میام میخوابونمت بی ناموس ساسان هستی یا هر کس کش دیگه من مادرتو میگام فقط بترس از روزی که اقا اجازه بده ما بیایم تو خیابونا,"0. 0. 0. 0. 0. 0. 0. 0. 1. 1.
"
آره گلره خوبه پیام نیازمند و ایران پوریانم خوبه؛ ولی قبول کن بقیه کسشرن :),"0. 0. 0. 0. 1. 0. 0. 0. 0. 1.
"
و چون کوتاه مدت به اقتصاد نگاه می کنه,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
برای اینکه کشوری که می‌توانست اکنون دومین اقتصاد دنیا باشد را به وضعی برسانید که رانندگان ماشین سنگین آن اعتصاب کنند، حکومت جمهوری اسلامی پیشنهاد می‌شود. #rantrikes,"0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
"
