text,label
این اتفاق خوب افتادنیه بندازش لنتی@fficialonsta,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
چه دارویی باید تجویز کرد برای ملتی كه گدايی را قناعت می‌نامند و زندگی در نکبت را صبر می‌دانند و با تبسمی بر لب اين حماقت را به گردن حكمت خدا می‌اندازند !!گاندی,"0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
"
باور کنید جق خوبه نه سراغ کص میره نه سراغ کون مزاحم کسی هم نمیشه یه ادم بی ازاره,"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
ناشکر نباش برکت خداست :)),"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
من هیچ موجودی رو نمیبینم فقط دردشو دارم خداروشکر😅,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
دوازدهم فروردین، سرآغاز حیات واقعی انقلاب اسلامی و نخستین گام در راه استقرار حکومت متکی بر آرای واقعی مردم است. #نظام_مردم,"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
تجربه حضورم در توییتر بهم نشون داده اصفهانیای عزیز خیلی سرد مزاجن :))),"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
برگزیدگان هشتمين جشنواره مجریان و هنرمندان صحنه ایران معرفی شدند. - باشگاه مجریان و هنرمندان صحنه ایران,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
والا با این فرمون که میره بعید نیست :)),"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
تمامی کاربران #سروش واقعی هستند و وجود هرگونه اکانت بدون اطلاع صاحب شماره به هیچ وجه ممکن نیست. تنها روش فعالسازی اکانت اعلام شماره همراه و ورود کد فعالسازی است. کاربران پس از وارد کردن شماره همراه خود در پیام رسان از طریق پیامک، کد فعالسازی خود را در تلفن همراه دریافت می‌کنند.,"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
دیگ مردن چیه ک بهتر و بدتر داشته باشه.هرجوری عادم بمیره غم انگیزه,"0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
"
روسیه رسما اعلام کرد: با اسرائیل در مورد حضور نیروهای ایرانی در سوریه به توافق رسیدیم,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
چهارشنبه سوری زندانيان سياسی زندان گوهردشت كرج، انتقال آتنا دائمی به زندان لاکان رشت#نه_به_قرارداد_۲۵_ساله #قیام_تنها_جوابه via @simayazaditv,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
فک کنم امروز تولدم باشه 😒😊😊😊 با هزار بدبختی مرخصی اومدم خاطره سازی کنیم.😊😊😊 شمام زیر توییت من خاطره سازی کنید،,"0. 1. 0. 0. 0. 0. 0. 0. 0. 0.
"
برا منم از گا بگا بنویسید🌹🙏,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
قضیه جعبه شیرینی چیه,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
😂😂😂😂😂خودمم به همچین حسی داشتم ولی مقاومت کردم,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
اکنون تنها نزد انسان هایی نادر، نیاز به هنر یافت می شود.,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
۹۹ درصد منطق ۱ درصد احساس,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
همه چي از روابط همكار و همكلاسي و داداشي و آبجى و دردو دل شروع ميشه..,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
اتفاقا در شرایطی که رسانه های کشور از ترس توقیف شدن مجبور به خود سانسوری اند و صدا و سیما هم هیچ مجالی به منتقدین نمی دهد و شما این فرصت مقتنم را اینگونه توصیف می کنید نشان از اوج خفقان در کشور است.#سحر_مهرابی,"0. 0. 0. 0. 0. 0. 0. 1. 0. 1.
"
رعالو ببربم که شمام خوشحال میشید نمیشیذ؟🤭,"0. 1. 0. 1. 0. 0. 0. 0. 0. 0.
"
یه جا خوندم فرانسوی ها به جای  دلم برات تنگ شده  ؛ می گن  tu me manques ! یعنی  تو از من گم شدی ! غمگین تر ازینم داریم؟,"0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
"
کاش منم آدم خوش‌اشتهایی بودم...😌,"0. 0. 0. 1. 0. 0. 1. 0. 0. 0.
"
نه من امروز واقعا زشت بودم,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
پس چرا صبح نمیشه🚶🏽‍♀️,"0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
"
حلقه‌ی مکرر زمانیِ «بیدار شدن، غذا خوردن، با گوشی ور رفتن، خوابیدن» رو اسمشو گذاشتن «زندگی».,"0. 0. 0. 1. 0. 0. 1. 0. 0. 0.
"
من بلد نیسم تو بزن بریم حرف بزنیم,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
خنگ نیستما... از هوش سرشارمه که شعر حفظ نمی‌کنم به عنوان علاقه‌مند به ادبیاتیه دلیل فنی‌ام داره در مقال نمی‌گنجه,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
#بهروز_وثوقی به کدامین گناه 40 سال از مملکتش دور باید باشد ؟!!!#بازگشت_بهروز_وثوقی#ناصر_ملک_مطیعی,"0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
"
به دنبال چه هستید شما توییتری ها #گزارش_مدیریت۹ساله قوه قضاییه بارها از رسانه میلی ارائه شده است . یک سری حقوق بگیر خارجی وارد ایران شدن و بابت ناعدالتی ها اعتراض میکنند تعدادشون حدود ۶۰ میلیون نفری هم هست!,"0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
"
روز ✌جــــمـــهـــوری اســـلامـــی✌جز مهمترین پر برکت ترین تعیین کننده ترین روزهای تاریخ ماست#نظام_مردم,"0. 0. 0. 1. 1. 0. 0. 0. 0. 0.
"
پارمیدا جوابم ندی دگ بات حرف نمیزنم,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
من بچای خنده درد دلتو درک کردم,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
امروز، روز خیابان‌ها پر از گلبرگ‌های فتح است؛ رزهای ایرانی و گل‌های محمدی. روز جمهوری اسلامی گرامی باد#نظام_مردم,"0. 1. 0. 0. 1. 0. 0. 0. 0. 0.
"
اگر از آن بالا، بتوانی زمین و زمینیان را با چشمی آسمانی تماشا کنی، چه می بینی!؟,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
بسیار عالی.......خوبه ک خودتون هستین.......همینطوری هم ما قبولتون داریم,"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
اعتراض به روزه اجباری در تونسروزه اجباری قانون همه داعشی ها در ایران و تونس و عراق و هرجای دیگری است,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
نور مهم نی وقتی قلبت روشنهمهم زنده مُردنه و فکرِ مستقل,"0. 1. 0. 0. 0. 0. 0. 0. 0. 0.
"
دم همه اونهایی که این پیامو ارسال میکنند گرم-اگه موقع برجام هم قدرت دست انها بود به این ترکمنچای هسته ای گرفتار نشده بودیم-زنده باد سربازهای اریایی که مانع این استعمار دیگر میشوند,"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
كريستين استوارت:تو ميخواى در راه خدا شهيد بشى؟فكر ميكنى با اين كار ميرى #بهشت؟پيمان معادى:دارى ازم ميپرسى كه چرا ميخوام بميرم؟amp -ay,"0. 0. 0. 0. 0. 1. 0. 0. 0. 0.
"
آقا بیخیال ما یه چیزی گفتیم حالا شبتون بخیر,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
از روزی که ۴-۵ سال پیش تصمیم گرفتم در مسائل سیاسی، فکری، فرهنگی، اجتماعی، اقتصادی و .... فقط و فقط شنونده باشم و نه گوینده و نظراتم رو برای خودم نگه دارم، آرامش و حس خیلی خوبی دارم. 😎,"0. 1. 0. 1. 0. 0. 0. 0. 0. 0.
"
آخرای فوتبال فوتبال بیشون میدوون دنبال توپ شاید یه گل بزنن ولی نمیتونن ینی نمیشه وقت رفته مثل تو که رفتی ...,"0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
"
دقیقا دقیقا. اطلاعات ناقص و دور از دسترس. 💔 خدایا مرسی بابت گوگل.,"0. 0. 0. 1. 1. 0. 0. 0. 0. 0.
"
این‌از اون‌موقع تا حالا در جریانه، چهار پنج‌ تا خط شده بازم‌ کم داره,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
اسب نفس بریدرا طاقت تازیانه نیستماهی لب بست رااندیشه قلاب نیست,"0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
"
فشار دشمن شما را دچار تفرقه نکند ،#جمهوری_اسلامی ایران حرم است #نظام_مردم #ريتوييت_لطفا #ريتوييت,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
دوستان کسی با مراحل گرفتن مجوز از وزارت ارشاد برای موسسه فرهنگی هنری آشنایی داره؟ (پلیز ریتوییت کنید، خیلی نیاز به کمک دارم),"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
مرگ خاموش این نیست که شب بخوابی فردا صبحش بخاطره نشستی گاز جسدتو بردارن و ببرن تو کوچه و خیابونا و تویی که یه عمر هیچکی فکرشم سمتتم نرفته زیر جنازت پر بشه از دوست و فامیل و اشنا و انسان های بی‌ربط که یبار بهشون سلام دادی و دیگه کار به خداحافظیم نکشیده.,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
راهکار ما برای برون رفت از شرایط فعلی بازگشت به مفهوم اصیل #مردم_سالاری_دینی است نه #تعمیق_دموکراسی غربی !مردم سالاری با منشاء #کرامت_انسان ، نه دموکراسی با منشاء لیبرالیستی!#دیدار_دانشجویی,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
قابلمه رو آب کن بشین توش، رو سرت هم نمک فلفل بریز، قابلمه رو بذار رو اجاق زود خوب میشی 😂😂,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
حسرت زندگیمه چرا نرفتم دندون,"0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
"
وقتی حوصلم سر بره یه سری میزنم😂😂,"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
حتما ببین تو کشورشون چی میگذرد...حتما اینهمه چیزایی که گفته میشه تو شبکه و رادیوهای بیگانه در مورد کشورهای عربی خلیج فارس که میدن مال و اموال مردمشون رو به کدخداشون آمریکا همه اش ارث پدر و مادرشون هست و اصلا مال مردمشون نیست نه.....تو و امثال تو هم افکارتون رو شستن همون کدخداها,"0. 0. 0. 1. 0. 0. 0. 0. 0. 1.
"
نه خوب نیستم 🤣🤣🤣😭🤣🤣🤣,"0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
"
شاید قدیم به ننه ایشون دستی رسونده باشه,"0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
"
اغای! روحانی اخوند فقط حرف زور را میفهمد بلانسبت شما همانند خر( که باید چوب دست گرفت تا راه برود) (ببخشید خر عزیز که شما حیوان نجیب و کمک انسان را با اخوند مقایسه کردم، معذرت.),"0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
"
بازآی و دلِ تنگِ مرا مونسِ جان باش...نسخه‌ی کامل: #موسیقی معنوی مناجات #محمد_معتمدی روزهای آینده منتشر خواهد شد.•,"0. 0. 1. 0. 0. 0. 0. 0. 0. 0.
"
کاش مردی پیدا میشدکاش مردی مملکت رو از دست بایب امام زمان و سربازان گمنامش پس میگرفتکاش مردی نمیگذاشت مملکت دست امام زمان بیفتد، حالا کە نایبش این گونە مملکت رو نابود کردە، وای بەحال امام زمان اگر بیاید.#تجاوز_به_دانش‌آموزان #فقروفحشاء#دزدی_اختلاس,"0. 0. 0. 0. 0. 0. 1. 0. 0. 1.
"
تنها کسی که فک میکرد حسودیش بخاطر اینه که وندی رومخه من بودم؟@_hundred_yun,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
از اینا میخوام 🥺 کجا میفروشن؟,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
نه تورو نمیخوامحسین خودمو میخوام,"0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
"
یا دمای اتاق بالاست بیارش پایین 😂😂,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
خب حق داری. تو دنیای کیقیت صدا هدفون ها همه سیم دارن.اوهم چه سیمی، متری خداد تومن. بی سیم هنوز نتونسته جای قبلی ها رو بگیره,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
تنها خیری که از جمهوری اسلامی بمن رسید این تعطیلی ۱۲فروردین بود.,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
🔴فوری و مهم رییس ستاد لواط کشور: پس از ابراز انزجار از تجاوزات اخیر اعلام کرد این تجاوز بدون هماهنگی و برنامه ریزی این ستاد بوده و متهمین باید در دادگاه عدل اخوندی محاکمه شوند🙈,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
یارو قرار بوده امروز خونه رو به رفیق تازه دامادمون تحویل بده طبق اجاره نامه رفیقم زنگ زده برگشته گفته من قمم باید ده روز بشه تا برگردم یوقت روزه هام باطل نشه! به کمرت بزنه خب بی ناموس! :|,"0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
"
اینجاس که میگه : داداش تو سیگار بکش ضررش خیلی کمتره,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
و سخنی که تمام نمی‌شود، نجوای دوستت دارم‌های تو در گوش بی‌جان من است.,"0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
"
به طرز عجیبی فکر میکنم با من بودی😅,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
نژادپرستی علیه مردم شمال و مازندران و گیلان چرا محکوم نمیشه,"0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
"
با خودم دیگه احتمالا,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
وقتی میاید دستور میدید دلار ۴۲۰۰ باید باشه مثل اینه که وقتی هوا گرمه دماسنج رو بشکونیم و بگیم گرم نیست,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
دوستان عزیز سپاه برای شکستن اتحاد مردم چه در فضای اجتماعی چه در توییتر درصد ایجاد تفرقه قومیتی ست هوشیار باشیم این افراد را رسوا و طرح سپاه را بی اثر کنیم.بدون حاشیه و نژاد پرستی؛ فارغ از هر قوم و گویش و نژادی فقط و تاکید میکنم فقط #براندازیم#errorists,"0. 0. 0. 1. 0. 0. 0. 0. 0. 1.
"
hmad avidi:♦️اپل دیگر اجازه ی اپدیت تلگرام را نمی دهد🔹پاول دورف موسس تلگرام اعلام کرد که اپل به درخواست دولت روسیه، مانع از اپدیت نرم افزار پیام رسان تلگرام در سراسر جهان شده است,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
نه کشتار کبوتر و نه قتل عامِ قناری،ما از رسیدن به رؤیای آزادیهرگز نا امید نمی‌شویم..#سید_علی_صالحی,"0. 1. 0. 0. 0. 0. 0. 0. 0. 0.
"
شما یادتون نمیاد یه زمانی عاشق شدن واسه خودش کلاسی داشت ، مردونگی بود ، ریدید به هرچی هست و نیست #جنون #دیوانگی,"0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
"
بعدازمن شاید خیلی ها بهت بگن: دوستت دارماما بدون هر اذان گوییبلالنیست! بادمجونه,"0. 0. 1. 0. 0. 0. 0. 0. 0. 0.
"
درود بر شرف شما و همه وطن پرستان غیرتمند ایران زمین,"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
بهتره بگی پس از شناخت نسبی طرف مقابل تولید مثل کنید,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
روز جمهوری اسلامی؛ یعنی حضور همه جانبه مردم زیر سایه اسلام. #نظام_مردم,"0. 0. 0. 1. 1. 0. 0. 0. 0. 0.
"
فک کنم تعریفامون از توهین اساسا متفاوته. مهم نیس..کم تضاد ندیدیم از بعضیا.. اینم روش,"0. 0. 0. 0. 0. 0. 0. 0. 1. 1.
"
بعضی‌ها هم به شله زرد میگن سلام زرد🙄 خدایا به تو پناه می‌برم.,"0. 0. 0. 0. 0. 1. 0. 0. 0. 1.
"
بغض کردم که. :)))))))),"0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
"
یکی که با بودنش نگرانی هامونو از بین ببره نکه نگران ترمون کنه,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
بهش نگی ،باهات نیست ولی همیشه تو قلبته این خیلی شیرینه :)))بگی و دلش باهات نباشه ،غصه اش میمونه تو دلت و این خیلی تلخه :(((,"0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
"
چجوری space زدی امیر؟ کجا باید بری که بزنیش؟,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
مرسی من خیلی دوسش دارم چون برام یه خاطره خوبه 😍,"0. 1. 0. 0. 0. 0. 0. 0. 0. 0.
"
عشق یعنی ،بدونی چطور بگی «دوستت دارم »،بدون اینکه حرف بزنی,"0. 0. 1. 1. 0. 0. 0. 0. 0. 0.
"
فقط بگم گویا #کیهان هم متوجه شده عده ای قصد دارند #حزب_اعتماد_ملی نوکر احزاب و گروه های دیگری شود ...به قول عزیزی دقت کن داداش #اعتمادملی#کنگره,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
سرانجام دشمنی با نامهای درست و نیک ایرانی همین نام‌های خنده‌دار کنونی به ویژه نام‌های انیرانی تازی و ترسایی است. جمهوری اسلامی به سوی میهن‌پرستی و آیین پادشاهان نرود پایانی دردناک و جانکاه برای خود خواهد ساخت.,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
افشای اینگونه حوادث مشکلی نداره و باید هم گفته بشه تا آسیب شناسی بشهاشکال در انتشار تصویر یا نام متهم اینگونه پرونده هاست,"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
خیلی خری (با لهجه عمام خمینی),"0. 0. 0. 0. 0. 0. 0. 0. 1. 0.
"
تو رو به خدا برا ۱۳ به در نرید مسافرتبشینین تو خونه هاتون🙏🙏🙏🙏,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
من دارم ترکش میکنم کم کم,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
عاخه فقطم حرف اولشو عوض میکنن بقیه جاهاشم هست,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
همون یذره خیلییی باید مرغوب باشه تا افتخار بده بخوره :)))),"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
من صرفا از جنبه انگشت کردن بقیه فکر میکردم فحش محسوب میشه یعنی این منطقی تر بود برام تا اون داستان جنگ و اینا حقیقتش 😕,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
به هزار و یک دلیل و به معنای واقعی کلمه ریدم تو فرق سر هر چه آدم روشنفکره ایرانیه,"0. 0. 0. 0. 0. 0. 0. 0. 1. 1.
"
الان به چشم طوسیه میییییگگگگم,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
برگشتم تست میدم بعد بریم بیرون🥺,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
چه جواب دندان شکنی👌👏,"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
...ولی خرج حقوق های بیخود خیل عظیم کارمندان بیکار و بیحاصل میشود,"0. 0. 0. 1. 0. 0. 0. 0. 0. 1.
"
سکوت چه نوع سنگریه؟واقعا فکر می کنی سکوت سنگره؟یا چون شعر و قشنگه نوشتیش,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
حالا اینهمه منتظر شنبه ام که این پاساژ باز شه بتونم نت امن جور کنم آپمو بفرستم رو آپ استور و گوگل پلیولی شنبه که بشه من تا ساعت 3 ظهر میخوابم....,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
سیگارم نگاه کن شمع کاش میذاشتی,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
مرگ بر وطن فروشان مرگ بر خامنه ای مرگ بر خمینی مرگ بر رسانه جمهوری اسلامی مرگ بر خائنین به وطن #o2hinareaty #نه_به_جمهوري_اسلامي #نه_به_قرارداد_۲۵_ساله #نه_به_قرارداد_٢٥_ساله_با_چين #نه‌_به‌_جمهوری‌_اسلامی,"0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
"
چون اصلا خیلی کم با خارجیا ارتباط میگیرن مگه واسه رابطه یه شبه همین... بزرگ و کوچیکم ندارن با دنیا پیش نمیرن و به شدت خودخواهن و همه چی واسه خودشون باید خوب باشه...چیزی به اسم ما ندارن ...تجربه چندین باز زندگی در کره 😄😄 #,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
ممنون که بهم ابراز علاقه می‌کنی. #هر_شب_یک_ممنون,"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
ده پونزده سال از من کوچیکترنا ولی انقدر گند زدن مامان باباشون تو تربیتشون و جنسیت زده بارشون آوردن فکر میکنن فقط چون پسرن بیشتر از من میفهمن و اجازه دارن هر حرفی رو بزننواقعا کم کم دارم به نتیجه میرسم باید جرشون بدم 😒,"0. 0. 0. 1. 0. 0. 0. 0. 0. 1.
"
همه ها مورد آزار قرار گرفتیم. شجاعتت در بیان حقایق را ستایش میکنم رفیق,"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
پیشرو کم کم داره خیلی خوب میشهالبته خیلی وقته افتاده تو این خ,"0. 0. 0. 1. 1. 0. 0. 0. 0. 0.
"
بی نهایت عاشقتم جانم خواستی بزن پس الهی که فدات شم جانم و جونم09031464162💅,"0. 0. 1. 0. 0. 0. 0. 0. 0. 0.
"
اکانت حقوقی =))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))),"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
#covid19 با 80 هزار نفر هم استادیوم بزنید در کلاب هاوس ، فایده ای نمیبینم.باور کنید پاندمی، بزرگتر و پر رای تر از شما را انداخت. بله همان که قرارداد خوب اصولگرایان را بی اثر کرد. منظورم همان برجام است. بله و منظورم پرزیدنت ترامپ است.پاندمی و بیماری را.شوخی گرفتید.,"0. 0. 0. 1. 0. 0. 0. 0. 0. 1.
"
احتمال پاس نکردن دروس نهایی پیش دانشگاهیزیست ۱۰۰٪فیزیک‌ ۱۰۰٪ادبیات ۵۰٪‌دینی ۵۰٪ تف او این زندگی,"0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
"
برخورد یک پاسدار با مرحوم ملک مطیعی...#ملک_مطیعی,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
گفتا بگو که خواجو در چشم ما چه بیندگفتم حدیث مستان سری بود خدائی,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
😶وایبر رو که برای ترجمه نمیخوام 😶😶گوگل ترنسلیت راحت تره که.,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
عرفان، دخترم روم کراش داری مگه😂,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
🌷🌷ولادت امام حسن مجتبی را به تمام دوستان توییتری تبریک میگم .🌷🌷#امام_حسنی_ام #کریم_اهل_بیت #امام_حسن,"0. 1. 0. 0. 1. 0. 0. 0. 0. 0.
"
دقیقا برای منم همینطوره.,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
یعنی چند ساله cant feel my face اومده و هنوزم که هنوزه قفلیمه,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
روسیه امشب آتش بس رو تمدید نکرد!,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
كي گفته كمك نميكنيم، واقعاً اگه شرايطي كه شما ميگين باشه حتماً كمك ميكنيم,"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
کور شود هر که نتواند دید . عشق مردم ایران #بهروز_وثوقی,"0. 0. 1. 0. 1. 0. 0. 0. 0. 0.
"
چون وقتی دم دارن فقط شاخشون میمونه ، اینجوری تکمیل میشن...خخخخخخخخ,"0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
"
ای جونم چه رفیق جیگري ما داروم,"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
عزیزم واسه کسی دو رویی کن که حوصله همون یه روتم داشته باشه😏,"0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
"
چقدر خوبه که یادت موندهمن انگار تمام خاطراتم قبل از بنگتن پاک شدن🤧,"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
افزایش ۱۵ درصدی تولید برق خورشیدی و بادی در جهان طی سال ۲۰۲۰,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
غذای افغانستانیترکیب برنج و گوشت و کشمش و هویچ و سایر مخلفات,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
تو یکی فقط بمیر من کل کشورو شیرینی میدم عن چهره #o2hina,"0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
"
مرحله به مرحله باید جلو رفتتت,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
آره به همین فکردم ندادم =))))))))))),"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
تو مغزت هرچند هزار نفری هس مهم نیس ؛تو دلت یه نفر باشه فقط!,"0. 0. 1. 1. 0. 0. 0. 0. 0. 0.
"
حامد جان خیلی وقت بود که توییت نمیزدی. خوشحالم که باز اینجا می‌بینمت.,"0. 1. 0. 0. 0. 0. 0. 0. 0. 0.
"
در اینکه صهیونیست ها حرامزاده هستند شکی نیست.شما هم با این ترفند های ریاکارانه که برای مردم ایران مثلا دلسوزی کنید هیچ غلطی نمیتوانید بکنید.تاریخ همان است حسینی و یزیدی,"0. 0. 0. 0. 0. 0. 0. 0. 1. 0.
"
برای معروف شدن‌از مال #احمدی_نژاد بالا نریم,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
این سایت پرتغالی اومده تقابل ایران و پرتغال رو پیش بینی کرده ...از همینجا براشون ارزوی موفقیت میکنم و امیدوارم رو آفاق حساب ویژه باز کنن و روز بازی کیر بشن #تیم_ملی,"0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
"
جناب اردلان، من هرچی گشم ندیم که نویسنده اصلی مطلب که شما ترجمه کردین، جایی از نوشته خود دفاع و در مورد استفاده نکرن از  چیزی گفته باشه. اگر من اشتباه نمیکنم و شما هم منبعی برای نشون ندان ندارین، آیا بهتر نیست بگین که در باز نشر یک ببرسی غیر علمی و غیر معتبر عجله کردین؟,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
۶ صبح سگ و بزنی تو این سرما نمیره بیرون بعد خانواده منو میخوان ببرن ۱۲ بدر🤪🤪🤪🤪🤪🤪🤪,"0. 0. 0. 1. 0. 0. 0. 0. 0. 1.
"
استاندار نباید در برابر نمایندگان اینقدر منفعل عمل کند,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
کاملا درک میکنم چی میگیخوب بخوابی🥂,"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
در زمینه سدسازی امروزه در بین ۳ کشور برتر دنیا قرار داریم؛ به طوری که پس از پیروزی انقلاب حدود ۱۳۰ سد ساخته شده و یا در حال ساخت است#نظام_مردم,"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
از این کانال: بعضی از آدما بدون اینکه خودشون بدونن خوبن؛بدون اینکه حرفی بزنی حالت رو از تو چشمات میخونن،بدون اینکه لمسشون کنی تا اعماق قلبت رو احساس میکنن؛بعضیا مرز آدم بودن رو رد کردن بخاطر همینه که ما تو قلبمون ابدی دوسشون داریم..!,"0. 0. 1. 0. 1. 0. 0. 0. 0. 0.
"
اوه اوه اوضاع خطری شد... قشنگ متشنج بودن جو حس میشه,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
